No,Product_name,Company,Ai
25920,GEOXE 50 WG,SYNGENTA ESPAÑA S.A.,FLUDIOXONIL 50% [WG] P/P
25921,ENOVIT METIL FL,SIPCAM IBERIA S.L.,METIL TIOFANATO 50% [SC] P/V
25924,BLINDAR,ISAGRO S.P.A.,TRICHODERMA ASPERELLUM (CEPA ICC012) 2% + TRICHODERMA GAMSII (CEPA ICC080) 2% (3 X 10E7 CFU/G (SUMA DE AMBOS MICROORGANISMOS)) [WP] P/P
25925,ENERVIN,BASF ESPAÑOLA S.L.U.,AMETOCTRADIN 20% [SC] P/V
25927,NEMESIS,"FMC Agricultural Solutions, S.A.U.","ABAMECTINA 1,26% + ACRINATRIN 2,25% [EW] P/V"
25929,ARCADE 880,"SYNGENTA ESPAÑA, S.A.",METRIBUZINA 8% + PROSULFOCARB 80% [EC] P/V
25930,MESUROL SC,"BAYER CROPSCIENCE, S.L.",METIOCARB 20% [SC] P/V
25931,KOROMITE,"BELCHIM CROP PROTECTION ESPAÑA, S.A.","MILBEMECTINA 0,93% [EC] P/V"
25933,XEDAVIR,XEDA ITALIA S.R.L.,"TRICHODERMA ASPERELLUM (CEPA TV-1) 2,8% (1 X 10E10 UFC/KG) [WP] P/P"
25934,AZOXYSTAR,LIFE SCIENTIFIC LIMITED,AZOXISTROBIN 25% [SC] P/V
25936,BIOPOLYSECT AL,EVERGREEN GARDEN CARE FRANCE S.A.S.,"ACEITE DE COLZA 1,69% ( ) [AL] P/V"
25937,BIOPOLYSECT CE,EVERGREEN GARDEN CARE FRANCE S.A.S.,"ACEITE DE COLZA 77,7% [EC] P/V"
25938,AZETHYL,AL AIR LIQUIDE ESPAÑA S.A.,"ETILENO 3,905% [GA] P/P"
25939,BUFFER PROTECT,BIO-FERM GMBH,"ACIDO CITRICO 42,7% + FOSFATO DISÓDICO 22,7% [SP] P/P"
25941,TEBKIN,"SHARDA CROPCHEM ESPAÑA, S.L.",TEBUCONAZOL 25% [EW] P/V
25942,ISONET T,CBC (EUROPE) S.R.L.,"E,Z,Z-3,8,11-TETRADECATRIEN-1-IL ACETATO 65,8% + E,Z-3,8-TETRADECADIEN-1-IL ACETATO 7% (46,8 MG DE LA MEZCLA/DIFUSOR) [VP] P/P"
25944,CHLOROFLASH,"BARCLAY CHEMICALS MANUFACTURING, LTD.",CLORTALONIL 50% [SC] P/V
25947,CERAXEL,"BELCHIM CROP PROTECTION ESPAÑA, S.A.",FOSFONATO DISÓDICO 50% [SL] P/V
25948,AVANGUARD,"LEEDS LIFESCIENCE, LTD.",ALFA CIPERMETRIN 10% [EC] P/V
25951,DIFCOR 250 EC,GLOBACHEM N.V.,DIFENOCONAZOL 25% [EC] P/V
25952,RELDAN ULTIMATE,"DOW AGROSCIENCES IBERICA, S.A.","METIL CLORPIRIFOS 22,5% [EC] P/V"
25953,FLEXITY,BASF ESPAÑOLA S.L.U.,METRAFENONA 30% [SC] P/V
25954,GIBBALIN,GLOBACHEM N.V.,"6-BENZILADENINA 1,9% + GIBERELINAS A4/A7 1,9% [SL] P/V"
25956,MYSTIC 25 EW,"NUFARM ESPAÑA, S.A.",TEBUCONAZOL 25% [EW] P/V
25961,ESQUIVE WP,AGRAUXINE S.A. (Beaucouzé),TRICHODERMA ATROVIRIDE(CEPA I-1237) 5% (1 X 10E8 CFU/G) [WP] P/P
25965,ISOMATE C TT,CBC IBERIA S.A.U.,"1-TETRADECANOL 7,1% (31 MG S.A./DIFUSOR) + DODECAN-1-OL 29,7% (132 MG S.A./DIFUSOR) + E,E-8,10-DODECADIEN-1-OL 57,3% (254 MG S.A./DIFUSOR) [VP] P/P"
25966,ISONET L TT,CBC IBERIA S.A.U.,"E/Z-7,9-DODECADIENIL ACETATO 79,2% (380 MG S.A./DIFUSOR) [VP] P/P"
25967,ISONET Z,CBC IBERIA S.A.U.,"(E,Z)-2,13-OCTADECADIENIL ACETATO 81,2% + (E,Z)-3,13-OCTADECADIENIL ACETATO 2,7% (66 MG DE LA MEZCLA DE S.A./DIFUSOR) [VP] P/P"
25973,BONZI,"SYNGENTA ESPAÑA, S.A.","PACLOBUTRAZOL 0,4% [SC] P/V"
ES-00001,DYNALI,"SYNGENTA ESPAÑA, S.A.",CIFLUFENAMID 3% + DIFENOCONAZOL 6% [DC] P/V
ES-00002,NEOFLAN,GOWAN CROP PROTECTION LTD.,BENFLURALINA 60% [WG] P/P
ES-00003,CLINCHER PLUS,"DOW AGROSCIENCES IBERICA, S.A.",CIHALOFOP-BUTIL 20% [EC] P/V
ES-00004,LIETO,SIPCAM OXON S.p.A.,CIMOXANILO 33% + ZOXAMIDA 33% [WG] P/P
ES-00006,APPLAUD 25 SC,NICHINO EUROPE LTD,BUPROFEZIN 25% [SC] P/V
ES-00007,ELECTIS CX,GOWAN CROP PROTECTION LTD.,CIMOXANILO 33% + ZOXAMIDA 33% [WG] P/P
ES-00008,TALENDO EXTRA,"DU PONT IBERICA, S.L.",PROQUINAZID 16% + TETRACONAZOL 8% [EC] P/V
ES-00009,luna experience,"BAYER CROPSCIENCE, S.L.",FLUOPYRAM 20% + TEBUCONAZOL 20% [SC] P/V
ES-00010,PROMINENT,ISAGRO ESPAÑA S.L.,PROQUINAZID 16% + TETRACONAZOL 8% [EC] P/V
ES-00011,MOXIMATE 505 WP,INDOFIL INDUSTRIES LIMITED (ITALIA),"MANCOZEB 46,5% + CIMOXANILO 4% [WP] P/P"
ES-00012,SCATTO,ISAGRO ESPAÑA S.L.,"DELTAMETRIN 2,5% [EC] P/V"
ES-00013,DELTAGRI,ARYSTA LIFESCIENCE BENELUX Sprl.,"DELTAMETRIN 2,5% [EC] P/V"
ES-00014,TRAXOS PRO,"SYNGENTA ESPAÑA, S.A.",CLODINAFOP-PROPARGIL 3% + PINOXADEN 3% [EC] P/V
ES-00015,AXIAL PRO,"SYNGENTA ESPAÑA, S.A.",PINOXADEN 6% [EC] P/V
ES-00016,AXCELA,LONZA COLOGNE GMBH,METALDEHIDO 3% [RB] P/P
ES-00018,BUZZ ULTRA DF,HELM AG,TEBUCONAZOL 75% [WG] P/P
ES-00019,UNICORN DF,"NUFARM ESPAÑA, S.A.","AZUFRE 70% + TEBUCONAZOL 4,5% [WG] P/P"
ES-00020,ADENGO,"BAYER CROPSCIENCE, S.L.","ISOXAFLUTOL 22,5% + TIENCARBAZONA-METIL 9% [SC] P/V"
ES-00021,GLEAN 75 PX,"FMC Agricultural Solutions, S.A.U.",CLORSULFURON 75% [WG] P/P
ES-00022,INFLUX 480 FS,"SYNGENTA ESPAÑA, S.A.",FLUDIOXONIL 48% [FS] P/V
ES-00023,DESIMO DUO,LONZA COLOGNE GMBH,METALDEHIDO 3% [RB] P/P
ES-00024,MOVENTO GOLD,"BAYER CROPSCIENCE, S.L.",SPIROTETRAMAT 10% [SC] P/V
ES-00025,VIPER MAX,"DOW AGROSCIENCES IBERICA, S.A.","PENOXSULAM 1,33% + CYHALOFOP-BUTIL 10% [OD] P/V"
ES-00026,NOMATE PTB SPIRAL,"FMC Agricultural Solutions, S.A.U.","ACETATO DE (E)-5-DECEN-1-ILO 8,84% + (E)-5-DECEN-1-OL 1,56% [VP] P/P"
ES-00027,SYSTHANE ECOZOME,"DOW AGROSCIENCES IBERICA, S.A.","MICLOBUTANIL 4,5% [EW] P/V"
ES-00028,LUNA SENSATION,"BAYER CROPSCIENCE, S.L.",FLUOPYRAM 25% + TRIFLOXISTROBIN 25% [SC] P/V
ES-00029,SCHOLAR 230 SC,"SYNGENTA ESPAÑA, S.A.",FLUDIOXONIL 23% [SC] P/V
ES-00030,MONSOON ACTIVE,"BAYER CROPSCIENCE, S.L.",FORAMSULFURON 3% + TIENCARBAZONA-METIL 1% [OD] P/V
ES-00032,SENTOSAN,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,"METIL CLORPIRIFOS 22,4% [EC] P/V"
ES-00033,SUNDEK,"TRADE CORPORATION INTERNATIONAL, S.A.U.","METIL CLORPIRIFOS 22,4% [EC] P/V"
ES-00035,PROLECTUS,"KENOGARD, S.A.",FENPIRAZAMINA 50% [WG] P/P
ES-00036,FRUTIL,"NIPPON GASES ESPAÑA, S.L.U.",ETILENO 4% [GA] P/P
ES-00041,DECIS TRAP,"BAYER CROPSCIENCE, S.L.","DELTAMETRIN 0,015% [RB] P/P"
ES-00042,CERATIPACK,"SOCIEDAD ESPAÑOLA DE DESARROLLOS QUIMICOS, S.L.","DELTAMETRIN 0,015% [RB] P/P"
ES-00044,FOLDER 80 WG,ARYSTA LIFESCIENCE BENELUX Sprl.,FOLPET 80% [WG] P/P
ES-00045,TUREX 50 WG,MITSUI AGRISCIENCE INTERNATIONAL S.A./B.V.,BACILLUS THURINGIENSIS AIZAWAI 50% [WG] P/P
ES-00046,METAREX INOV,DE SANGOSSE S.A.S.,METALDEHIDO 4% [GB] P/P
ES-00047,METAREX M,DE SANGOSSE S.A.S.,"METALDEHIDO 2,5% [GB] P/P"
ES-00048,ANTI-LIMACOS DIRECTO PLUS,DE SANGOSSE S.A.S.,METALDEHIDO 4% [GB] P/P
ES-00050,LUMIVIA,"DU PONT IBERICA, S.L.","CLORANTRANILIPROL 62,5% [FS] P/V"
ES-00051,ROUNDUP 36KZ,"MONSANTO AGRICULTURA ESPAÑA, S.L.U.",GLIFOSATO 36% (SAL POTÁSICA) [SL] P/V
ES-00052,SPASOR KZ,"MONSANTO AGRICULTURA ESPAÑA, S.L.U.",GLIFOSATO 36% (SAL POTÁSICA) [SL] P/V
ES-00053,PROMANAL AGRO,W.NEUDORFF GmbH KG,ACEITE DE PARAFINA (CAS 8042-47-5) 83% [EC] P/V
ES-00054,ULTRA-PROM,"AGRICHEM, S.A.","ACEITE DE PARAFINA (CAS 8042-47-5) 54,6% [EW] P/V"
ES-00055,FRAGMA,"NUFARM ESPAÑA, S.A.",FLORASULAM 5% [SC] P/V
ES-00056,CIDELY TOP,"SYNGENTA ESPAÑA, S.A.","DIFENOCONAZOL 12,5% + CIFLUFENAMIDA 1,5% [DC] P/V"
ES-00059,CIDETRAK CM,CERTIS EUROPE B.V. Sucursal en España,"E,E-8,10-DODECADIEN-1-OL 4,6% [VP] P/P"
ES-00060,CIDETRAK EGVM,CERTIS EUROPE B.V. Sucursal en España,"ACETATO DE (E,Z)-7,9-DODECADIEN-1-ILO 3,8% [VP] P/P"
ES-00061,CIDETRAK OFM,CERTIS EUROPE B.V. Sucursal en España,"ACETATO DE (Z)-8-DODECEN-1-ILO 4,65% + ACETATO DE (E)-8-DODECEN-1-ILO 0,3% + Z-8-dodecen-1-ol 0,05% [VP] P/P"
ES-00062,AVIATOR XPRO,"BAYER CROPSCIENCE, S.L.","BIXAFEN 7,5% + PROTIOCONAZOL 15% [EC] P/V"
ES-00063,SHARPEN 33% EC,SHARDA EUROPE BVBA,PENDIMETALINA 33% [EC] P/V
ES-00064,PENSHAR 40% SC,SHARDA EUROPE BVBA,PENDIMETALINA 40% [SC] P/V
ES-00065,CABRIO WG,BASF ESPAÑOLA S.L.U.,PIRACLOSTROBIN 20% [WG] P/P
ES-00066,CARIAL TOP,"SYNGENTA ESPAÑA, S.A.",Mandipropamida 25% + DIFENOCONAZOL 25% [SC] P/V
ES-00067,POINTER GEO,"SIPCAM INAGRA, S.A.","LAMBDA CIHALOTRIN 0,4% [GR] P/P"
ES-00068,TRIKA LAMBDA 1,"SIPCAM INAGRA, S.A.","LAMBDA CIHALOTRIN 0,4% [GR] P/P"
ES-00069,KOMODO 10 EC,"UPL IBERIA, S.A.",LAMBDA CIHALOTRIN 10% [EC] P/V
ES-00070,SUMITRAK COMBO,"KENOGARD, S.A.","E,E-8,10-DODECADIEN-1-OL 2,4% [VP] P/P"
ES-00071,CHIKARA DUO,ISK BIOSCIENCES EUROPE N.V.,"FLAZASULFURON 0,67% + GLIFOSATO 28,8% [WG] P/P"
ES-00072,DIMIX,ARYSTA LIFESCIENCE BENELUX Sprl.,DIMETOMORF 50% [SC] P/V
ES-00073,BREVIS,"ADAMA AGRICULTURE ESPAÑA, S.A.",METAMITRONA 15% [SG] P/P
ES-00074,ELECTIS D,GOWAN CROP PROTECTION LTD.,ZOXAMIDA 18% + DIMETOMORF 18% [SC] P/V
ES-00075,NOMATE CM SPIRAL,"FMC Agricultural Solutions, S.A.U.","E,E-8,10-DODECADIEN-1-OL 7,75% [VP] P/P"
ES-00078,NEOREL EC,ARYSTA LIFESCIENCE BENELUX Sprl.,CIPERMETRINA 6% + METIL CLORPIRIFOS 9% [EC] P/V
ES-00079,OVIPRON TOP,"UPL IBERIA, S.A.",ACEITE DE PARAFINA (CAS 97862-82-3) 80% [EC] P/V
ES-00080,LATITUDE XL,CERTIS EUROPE B.V. Sucursal en España,"SILTIOFAM 12,5% [FS] P/P"
ES-00081,LIBRAX,BASF ESPAÑOLA S.L.U.,"FLUXAPYROXAD 62,5 g/L + METCONAZOL 45 g/L [EC] P/V"
ES-00082,LEPINOX PLUS,"AGRICHEM, S.A.","BACILLUS THURINGIENSIS KURSTAKI (EG 2348) 37,5% [WP] P/P"
ES-00083,HUSSAR PLUS,"BAYER CROPSCIENCE, S.L.","IODOSULFURON-METIL-SODIO 5% + MESOSULFURON-METIL 0,75% [OD] P/V"
ES-00084,POLITHIOL,"UPL IBERIA, S.A.",ACEITE DE PARAFINA (CAS 97862-82-3) 40% [EW] P/V
ES-00086,MADEX TOP,"AGRICHEM, S.A.",VIRUS GRANULOSIS CARPOCAPSA-V15 1% [SC] P/V
ES-00088,TOSCANA,PROPLAN-PLANT PROTECTION CO. S.L.,TRIBENURON-METIL 75% [WG] P/P
ES-00089,TRIMUR,"EXCLUSIVAS SARABIA, S.A.",TRIBENURON-METIL 75% [WG] P/P
ES-00091,HELOSATE PLUS,HELM AG,GLIFOSATO 45% (SAL ISOPROPILAMINA) [SL] P/V
ES-00092,HORMONAL D-60,"PROBELTE, S.A.","2,4-D ACIDO 72% (c. sal dimetilamina) [SL] P/V"
ES-00094,RAK 3,BASF ESPAÑOLA S.L.U.,"E,E-8,10 DODECADIENOL y n-TETRADECILACETATO 5,4% [VP] P/P"
ES-00095,WAKIL XL,"SYNGENTA ESPAÑA, S.A.","FLUDIOXONIL 5% + METALAXIL-M 17,5% + CIMOXANILO 10% [WG] P/P"
ES-00096,MINECTO alpha,"SYNGENTA ESPAÑA, S.A.","CYANTRANILIPROL 10% + ACIBENZOLAR-S-METIL 1,25% [SC] P/V"
ES-00097,MOXIMATE 505 WG,INDOFIL INDUSTRIES LIMITED (ITALIA),"CIMOXANILO 4% + MANCOZEB 46,5% [WG] P/P"
ES-00098,BIATHLON 4D,BASF ESPAÑOLA S.L.U.,"FLORASULAM 5,4% + TRITOSULFURON 71,4% [WG] P/P"
ES-00099,COM 802 09 M RB,"COMPO IBERIA, S.L.","FOSFATO FERRICO 1,25% [RB] P/P"
ES-00100,REGALIS PLUS,BASF ESPAÑOLA S.L.U.,PROHEXADIONA-CÁLCICA 10% [WG] P/P
ES-00101,ATHLET,"ADAMA AGRICULTURE ESPAÑA, S.A.",BIFENOX 20% + CLORTOLURON 50% [SC] P/V
ES-00102,LUMAX,"SYNGENTA ESPAÑA, S.A.","MESOTRIONA 3,75% + TERBUTILAZINA 18,75% + S-METOLACLORO 31,25% [SE] P/V"
ES-00104,RUEDO,"DOW AGROSCIENCES IBERICA, S.A.","FLORASULAM 7,5% + PENOXSULAM 15% [SC] P/V"
ES-00105,CELEST EXTRA,"SYNGENTA ESPAÑA, S.A.","DIFENOCONAZOL 2,5% + FLUDIOXONIL 2,5% [FS] P/V"
ES-00106,MISHA 20 EW,SHARDA EUROPE BVBA,MICLOBUTANIL 20% [EW] P/V
ES-00107,FAST FRUIT MAX,"FMC Agricultural Solutions, S.A.U.","2,4-D ACIDO 10% [SL] P/V"
ES-00108,ARAW,SIPCAM IBERIA S.L.,"EUGENOL 3,3% + GERANIOL 6,6% + TIMOL 6,6% [CS] P/V"
ES-00109,TOPPER,ARYSTA LIFESCIENCE BENELUX Sprl.,TRICLOPIR (ACIDO) 10% [TB] P/P
ES-00110,CIZALLA OD,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,NICOSULFURON 2% + SULCOTRIONA 15% [OD] P/V
ES-00111,EXTENSOR OD,"TRADE CORPORATION INTERNATIONAL, S.A.U.",NICOSULFURON 2% + SULCOTRIONA 15% [OD] P/V
ES-00113,NERO,"FMC Agricultural Solutions, S.A.U.","CLOMAZONA 2,4% + PETOXAMIDA 40% [EC] P/V"
ES-00114,SANMITE 10 SC,NISSAN CHEMICAL EUROPE S.A.S.,PIRIDABEN 10% [SC] P/V
ES-00115,FANDANGO,"BAYER CROPSCIENCE, S.L.",FLUOXASTROBIN 10% + PROTIOCONAZOL 10% [EC] P/V
ES-00116,NISSORUN FLOW,NISSO CHEMICAL EUROPE GMBH,HEXITIAZOX 25% [SC] P/V
ES-00118,METASH 3%,SHARDA EUROPE BVBA,METALDEHIDO 3% [GB] P/P
ES-00120,SIRTAKI,SIPCAM OXON S.p.A.,CLOMAZONA 36% [CS] P/V
ES-00122,JABOLAND,"IAB, S.L.","SALES POTÁSICAS DE ÁCIDOS GRASOS VEGETALES 41,6% [SL] P/V"
ES-00123,NAKAR,SEIPASA S.A.,"SALES POTÁSICAS DE ÁCIDOS GRASOS VEGETALES 41,6% [SL] P/V"
ES-00124,JABOLIM,"QUIMICAS MERISTEM, S.L.","SALES POTÁSICAS DE ÁCIDOS GRASOS VEGETALES 41,6% [SL] P/V"
ES-00125,TEC-BOM,"GRUPO AGROTECNOLOGIA, S.L.","SALES POTÁSICAS DE ÁCIDOS GRASOS VEGETALES 41,6% [SL] P/V"
ES-00127,MET52 OD,NOVOZYMES FRANCE S.A.S.,"Metarhizium anisopliae var. anisopliae (CEPA F52) 10,5% [OD] P/V"
ES-00128,TBM 75 WG,"SHARDA CROPCHEM ESPAÑA, S.L.",TRIBENURON-METIL 75% [WG] P/P
ES-00129,AFROMYL,"INDUSTRIAS AFRASA, S.A.",OXAMILO 10% [SL] P/V
ES-00130,OLREDY,"LAINCO, S.A.",OXAMILO 10% [SL] P/V
ES-00131,SONDAE,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,OXAMILO 10% [SL] P/V
ES-00132,BENCARB,"TRADE CORPORATION INTERNATIONAL, S.A.U.",OXAMILO 10% [SL] P/V
ES-00133,IMPALA STAR,"DOW AGROSCIENCES IBERICA, S.A.","FENBUCONAZOL 2,5% [EW] P/V"
ES-00134,PINDAR,"DOW AGROSCIENCES IBERICA, S.A.","PENOXSULAM 1,6% + TRICLOPIR (ACIDO) 12% [OD] P/V"
ES-00135,TRAILER,"INDUSTRIAS AFRASA, S.A.",TRIBENURON-METIL 75% [WG] P/P
ES-00136,TARIKA,"LAINCO, S.A.",TRIBENURON-METIL 75% [WG] P/P
ES-00137,BELURE-T,"PROBELTE, S.A.",TRIBENURON-METIL 75% [WG] P/P
ES-00138,ALCANCE Sync TEC,"FMC Agricultural Solutions, S.A.U.","CLOMAZONA 4,3% + PENDIMETALINA 29,8% [CS] P/V"
ES-00139,DIMBO 480 SL,GHARDA CHEMICALS LIMITED (UK),DICAMBA 48% (c. sal dimetilamina) [SL] P/V
ES-00140,ISONET ON,CBC IBERIA S.A.U.,"ACETATO DE (E)-11-TETRADECEN-1-ILO 44,4% + ACETATO DE (Z)-11 TETRADECEN-1-ILO 44,4% [VP] P/P"
ES-00141,TRIMMER SX,"ADAMA AGRICULTURE ESPAÑA, S.A.",TRIBENURON-METIL 50% [WG] P/P
ES-00142,SULCOTREK,"ADAMA AGRICULTURE ESPAÑA, S.A.","SULCOTRIONA 17,3% + TERBUTILAZINA 32,7% [SC] P/V"
ES-00145,SYSTHANE 25,"DOW AGROSCIENCES IBERICA, S.A.","MICLOBUTANIL 2,5% [EW] P/V"
ES-00150,IMACIDE 7.5 LS,PRODUCTOS CITROSOL S.A.,"IMAZALIL 7,5% [SL] P/V"
ES-00151,SPYRIT PRO,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,DIMETOMORF 9% + PROPAMOCARB 50% (en forma de clorhidrato) [SC] P/V
ES-00152,GLOVER,"TRADE CORPORATION INTERNATIONAL, S.A.U.",DIMETOMORF 9% + PROPAMOCARB 50% (en forma de clorhidrato) [SC] P/V
ES-00153,SERRATE,"SYNGENTA ESPAÑA, S.A.","CLODINAFOP-PROPARGIL 20% + PIROXSULAM 7,5% [WG] P/P"
ES-00154,SERENADE ASO,"BAYER CROPSCIENCE, S.L.","BACILLUS SUBTILIS (CEPA QST 713) 1,34% [SC] P/V"
ES-00156,BORDER 10,"FMC Agricultural Solutions, S.A.U.",MESOTRIONA 10% [SC] P/V
ES-00157,IKEBANA TRIPLE ACCION,ROTAM AGROCHEMICAL EUROPE LTD.,"DELTAMETRIN 0,001% + TEBUCONAZOL 0,02% + ABAMECTINA 0,0015% [AL] P/V"
ES-00158,SUCCESSOR T,"FMC Agricultural Solutions, S.A.U.","PETOXAMIDA 30% + TERBUTILAZINA 18,75% [SE] P/V"
ES-00159,ARYA,"ADAMA AGRICULTURE ESPAÑA, S.A.","ABAMECTINA 1,8% [EW] P/V"
ES-00160,STARANE HL,"DOW AGROSCIENCES IBERICA, S.A.","FLUROXIPIR (ESTER METILHEPTIL) 33,3% [EC] P/V"
ES-00161,AXIL M WG,"UPL IBERIA, S.A.",MANCOZEB 64% + METALAXIL 8% [WG] P/P
ES-00162,TUBERPROP ULtra 600,"UPL IBERIA, S.A.",CLORPROFAM 60% [UL] P/V
ES-00163,PLACAJE FP,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,"AZOXISTROBIN 9,35% + FOLPET 50% [SC] P/V"
ES-00164,NAVARON,"TRADE CORPORATION INTERNATIONAL, S.A.U.","AZOXISTROBIN 9,35% + FOLPET 50% [SC] P/V"
ES-00165,CHECKMATE PUFFER LB,"SUTERRA EUROPE BIOCONTROL, S.L.","ACETATO DE (E,Z)-7,9-DODECADIEN-1-ILO 9,11% [AE] P/P"
ES-00166,POL-SULPHUR 80 WG,CIECH SARZYNA SPOLKA AKCYJNA,AZUFRE 80% [WG] P/P
ES-00167,POL-SULPHUR 80 WP,CIECH SARZYNA SPOLKA AKCYJNA,AZUFRE 80% [WP] P/P
ES-00168,DECCOPYR,DECCO IBERICA POST COSECHA S.A.U.,PIRIMETANIL 40% [SC] P/V
ES-00169,DARDO (VP),"ECOLOGIA Y PROTECCIÓN AGRÍCOLA, S.L.",RESCALURE 4% [VP] P/V
ES-00170,"TEXTAR 7,5 I","TECNIDEX FRUIT PROTECTION, S.A.U.","IMAZALIL 7,5% [SL] P/V"
ES-00171,CITROSOL A OPP,PRODUCTOS CITROSOL S.A.,"2-FENILFENOL 0,25% [EW] P/V"
ES-00174,LONTREL 600 SL,"DOW AGROSCIENCES IBERICA, S.A.",CLOPIRALIDA 60% [SL] P/V
ES-00175,CLIOPHAR 600 SL,ARYSTA LIFESCIENCE BENELUX Sprl.,CLOPIRALIDA 60% [SL] P/V
ES-00178,RIPELOCK TABS 2.0,AGROFRESH HOLDING FRANCE S.A.S.,1-METILCICLOPROPENO 2% [VP] P/P
ES-00179,SMARTFRESH PROTABS,AGROFRESH HOLDING FRANCE S.A.S.,1-METILCICLOPROPENO 2% [VP] P/P
ES-00181,HELICOVEX,"AGRICHEM, S.A.","VIRUS DE LA POLIEDROSIS NUCLEAR DE HELICOVERPA ARMIGERA (7,5 x 10E12 OB/L) 50% [SC] P/V. Cepa DSMZ: BV-0003"
ES-00182,MADEX TWIN,"AGRICHEM, S.A.",VIRUS GRANULOSIS DE LA CARPOCAPSA - V22 1% [SC] P/V
ES-00183,VELUM PRIME,"BAYER CROPSCIENCE, S.L.",FLUOPYRAM 40% [SC] P/V
ES-00186,DECCOPYR POT,DECCO IBERICA POST COSECHA S.A.U.,PIRIMETANIL 30% [GE] P/P
ES-00189,SPIROX 500 EC,ARYSTA LIFESCIENCE BENELUX Sprl.,SPIROXAMINA 50% [EC] P/V
ES-00190,CHECKMATE PUFFER OFM,"SUTERRA EUROPE BIOCONTROL, S.L.","ACETATO DE (Z)-8-DODECEN-1-ILO 11,63% + ACETATO DE (E)-8-DODECEN-1-ILO 0,75% + (Z)-8-DODECEN-1-ILO 0,12% [AE] P/P"
ES-00191,ISOMATE CM MISTER,CBC (EUROPE) S.R.L.,"E,E-8,10-DODECADIEN-1-OL 18,1% [AE] P/P"
ES-00193,NEO STOP 120 RTU,ARYSTA LIFESCIENCE BENELUX Sprl.,CLORPROFAM 12% [AL] P/V
ES-00195,ERADICOAT,CERTIS EUROPE B.V. Sucursal en España,"MALTODEXTRIN 59,8% [SL] P/V"
ES-00196,FLORGIB TABLET,FINE AGROCHEMICALS LTD.,"ÁCIDO GIBERÉLICO 18,4% [TB] P/P"
ES-00197,FLORGIB 4L,FINE AGROCHEMICALS LTD.,ACIDO GIBERELICO 4% [SL] P/V
ES-00198,ELEGANT,"ADAMA AGRICULTURE ESPAÑA, S.A.","FLORASULAM 0,625% + 2,4-D 30% [SE] P/V"
ES-00199,FUGA,"FMC Agricultural Solutions, S.A.U.",FLUFENACET 50% [SC] P/V
ES-00200,PACIFICA PLUS,"BAYER CROPSCIENCE, S.L.",IODOSULFURON-METIL-SODIO 1% + Amidosulfurón 5% + MESOSULFURON-METIL 3% [WG] P/V
ES-00201,BUGUIS,PROPLAN-PLANT PROTECTION CO. S.L.,"CLODINAFOP-PROPARGIL 9,5% [EC] P/V"
ES-00202,CICLOPE,"INDUSTRIAS AFRASA, S.A.","CLODINAFOP-PROPARGIL 9,5% [EC] P/V"
ES-00203,VERRESTA,BASF ESPAÑOLA S.L.U.,CICLOXIDIM 10% [EC] P/V
ES-00204,ProTone SL,"KENOGARD, S.A.","ACIDO S-ABSCISICO 10,4% [SL] P/V"
ES-00205,CALLISTO PLUS,"SYNGENTA ESPAÑA, S.A.",MESOTRIONA 5% + DICAMBA 12% [SC] P/V
ES-00206,TEXTAR 60 F,"TECNIDEX FRUIT PROTECTION, S.A.U.",FLUDIOXONIL 60% [SC] P/V
ES-00207,PRETENDER,PROPLAN-PLANT PROTECTION CO. S.L.,"PACLOBUTRAZOL 0,4% [SC] P/V"
ES-00209,FYTOSAVE,"LIDA PLANT RESEARCH, S.L.","COS-OGA 1,25% [SL] P/V"
ES-00210,NEMguard Granules,CBC (EUROPE) S.R.L.,Extracto de ajo 45% [GR] P/P
ES-00211,NEPTUNE,"ADAMA AGRICULTURE ESPAÑA, S.A.","TEBUCONAZOL 3,6% + OXICLORURO DE COBRE (exp. como cobre) 36% [SC] P/V"
ES-00214,GULFSTREAM,ROTAM AGROCHEMICAL EUROPE LTD.,DIFLUFENICAN 3% + GLIFOSATO 27% [SC] P/V
ES-00215,BENELUS,"ADAMA AGRICULTURE ESPAÑA, S.A.","CIPRODINIL 18,75% + TEBUCONAZOL 12,5% [EC] P/V"
ES-00216,CIMOXATE MZ WG,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,"CIMOXANILO 4% + MANCOZEB 46,5% [WG] P/P"
ES-00217,MIRLO WG,"TRADE CORPORATION INTERNATIONAL, S.A.U.","CIMOXANILO 4% + MANCOZEB 46,5% [WG] P/P"
ES-00218,VALIS PLUS,"BELCHIM CROP PROTECTION ESPAÑA, S.A.",VALIFENALATO 6% + OXICLORURO DE COBRE 15% (exp. como Cu) + HIDROXIDO CUPRICO 15% (exp. como Cu) [WG] P/P
ES-00219,EMENDO PLUS,"BELCHIM CROP PROTECTION ESPAÑA, S.A.",VALIFENALATO 6% + OXICLORURO DE COBRE 15% (exp. como Cu) + HIDROXIDO CUPRICO 15% (exp. como Cu) [WG] P/P
